100;9.9;625;0.188889;0.1376;0.55;0.2304;0.275331
200;9.9;530;0.279649;0.2288;0.55;0.2304;0.182485
300;9.9;563;0.359956;0.2944;0.55;0.2304;0.234016
400;9.9;600;0.364562;0.3104;0.55;0.2304;0.151747
500;9.9;629;0.405987;0.344;0.55;0.2304;0.306461
600;9.9;645;0.422782;0.3664;0.55;0.2304;0.350397
700;9.9;655;0.394002;0.36;0.55;0.2304;0.383137
800;9.9;624;0.41169;0.3664;0.55;0.2304;0.70683
900;9.9;622;0.426394;0.3648;0.55;0.2304;1.07771
1000;9.9;655;0.474158;0.4048;0.55;0.2304;2.17831
1100;9.801;598;0.468992;0.4048;0.55;0.2304;1.65832
1200;9.801;624;0.474122;0.4128;0.55;0.2304;1.00799
1300;9.801;685;0.462393;0.4144;0.55;0.2304;0.656275
1400;9.801;698;0.483536;0.4272;0.55;0.2304;0.835424
1500;9.801;690;0.492963;0.4304;0.55;0.2304;0.890424
1600;9.801;610;0.483095;0.4208;0.55;0.2304;0.585256
1700;9.801;641;0.483187;0.424;0.55;0.2304;0.922062
1800;9.801;663;0.536697;0.4496;0.55;0.2304;0.751454
1900;9.801;720;0.535186;0.448;0.55;0.2304;1.05036
2000;9.801;644;0.506543;0.416;0.55;0.2304;13.0017
2100;9.70299;651;0.520227;0.4256;0.55;0.2304;4.75673
2200;9.70299;674;0.526125;0.4368;0.55;0.2304;2.96967
2300;9.70299;727;0.529025;0.44;0.55;0.2304;5.5491
2400;9.70299;738;0.50018;0.4336;0.55;0.2304;2.06931
2500;9.70299;732;0.478088;0.4224;0.55;0.2304;2.69953
2600;9.70299;697;0.475978;0.416;0.55;0.2304;1.79011
2700;9.70299;650;0.490807;0.4176;0.55;0.2304;2.41638
2800;9.70299;654;0.455626;0.408;0.55;0.2304;2.87218
2900;9.70299;696;0.464076;0.4128;0.55;0.2304;5.77542
3000;9.70299;694;0.455724;0.4064;0.55;0.2304;1.85538
3100;9.60596;683;0.471113;0.4048;0.55;0.2304;5.60841
3200;9.60596;768;0.494163;0.4352;0.55;0.2304;1.45555
3300;9.60596;748;0.511234;0.4336;0.55;0.2304;2.3861
3400;9.60596;771;0.510451;0.4336;0.55;0.2304;6.16382
3500;9.60596;808;0.517053;0.4512;0.55;0.2304;11.5876
3600;9.60596;820;0.506303;0.44;0.55;0.2304;2.71882
3700;9.60596;828;0.505361;0.4368;0.55;0.2304;18.0123
3800;9.60596;764;0.488796;0.4192;0.55;0.2304;1.44425
3900;9.60596;776;0.516095;0.4464;0.55;0.2304;3.24267
4000;9.60596;786;0.514521;0.4432;0.55;0.2304;1.78803
4100;9.5099;767;0.506143;0.4416;0.55;0.2304;17.7668
4200;9.5099;794;0.526049;0.4544;0.55;0.2304;2.12185
4300;9.5099;770;0.537574;0.448;0.55;0.2304;5.07554
4400;9.5099;731;0.514964;0.4288;0.55;0.2304;3.42314
4500;9.5099;768;0.51148;0.4352;0.55;0.2304;0.800524
4600;9.5099;698;0.49564;0.4272;0.55;0.2304;2.94688
4700;9.5099;677;0.474439;0.4128;0.55;0.2304;39.2807
4800;9.5099;695;0.463623;0.4096;0.55;0.2304;1.45606
4900;9.5099;679;0.471128;0.4112;0.55;0.2304;135.853
5000;9.5099;721;0.484037;0.4224;0.55;0.2304;3.44776
5100;9.4148;739;0.487491;0.4256;0.55;0.2304;3.74506
5200;9.4148;765;0.51735;0.448;0.55;0.2304;0.684238
5300;9.4148;778;0.514628;0.4448;0.55;0.2304;1.27205
5400;9.4148;714;0.489796;0.4112;0.55;0.2304;1.29743
5500;9.4148;684;0.499246;0.4224;0.55;0.2304;0.476395
5600;9.4148;716;0.503655;0.4208;0.55;0.2304;0.570851
5700;9.4148;713;0.490817;0.4096;0.55;0.2304;1.82792
5800;9.4148;736;0.484133;0.4208;0.55;0.2304;0.635883
5900;9.4148;713;0.508759;0.4256;0.55;0.2304;0.565775
6000;9.4148;710;0.511704;0.4272;0.55;0.2304;1.94041
6100;9.32065;713;0.497889;0.4128;0.55;0.2304;1.58842
6200;9.32065;780;0.5;0.4352;0.55;0.2304;2.53013
6300;9.32065;743;0.474848;0.4272;0.55;0.2304;9.26718
6400;9.32065;759;0.48488;0.4384;0.55;0.2304;17.2989
6500;9.32065;769;0.500695;0.4416;0.55;0.2304;51.6742
6600;9.32065;719;0.500348;0.44;0.55;0.2304;1.67975
6700;9.32065;712;0.522578;0.4352;0.55;0.2304;3.1626
6800;9.32065;697;0.529479;0.4288;0.55;0.2304;17.6963
6900;9.32065;642;0.523865;0.424;0.55;0.2304;17.1555
7000;9.32065;673;0.511391;0.4064;0.55;0.2304;2673.41
7100;9.22745;705;0.527319;0.4352;0.55;0.2304;3.19321
7200;9.22745;697;0.508319;0.4384;0.55;0.2304;18.0244
7300;9.22745;713;0.51687;0.4448;0.55;0.2304;26.6346
7400;9.22745;708;0.52604;0.4448;0.55;0.2304;2.34343
7500;9.22745;715;0.51049;0.4384;0.55;0.2304;1.20611
7600;9.22745;715;0.505866;0.4336;0.55;0.2304;3.93529
7700;9.22745;703;0.496213;0.424;0.55;0.2304;0.581341
7800;9.22745;703;0.546012;0.4448;0.55;0.2304;5.27108
7900;9.22745;713;0.555915;0.4464;0.55;0.2304;2.54358
8000;9.22745;665;0.522529;0.4256;0.55;0.2304;1.21637
8100;9.13517;674;0.471597;0.4048;0.55;0.2304;0.58917
8200;9.13517;636;0.445273;0.392;0.55;0.2304;0.908307
8300;9.13517;704;0.463376;0.3984;0.55;0.2304;1.00283
8400;9.13517;701;0.483146;0.408;0.55;0.2304;1.09969
8500;9.13517;724;0.487805;0.4224;0.55;0.2304;1.35987
8600;9.13517;724;0.476301;0.4032;0.55;0.2304;0.546154
8700;9.13517;758;0.472706;0.4048;0.55;0.2304;0.4815
8800;9.13517;762;0.486142;0.4176;0.55;0.2304;1.31886
8900;9.13517;808;0.484037;0.4256;0.55;0.2304;1.24399
9000;9.13517;807;0.483983;0.4336;0.55;0.2304;1.9973
9100;9.04382;796;0.489531;0.4288;0.55;0.2304;3.23936
9200;9.04382;851;0.514696;0.448;0.55;0.2304;1.30219
9300;9.04382;837;0.513167;0.4576;0.55;0.2304;2.78649
9400;9.04382;785;0.511306;0.448;0.55;0.2304;11.8052
9500;9.04382;732;0.51042;0.4496;0.55;0.2304;3.46558
9600;9.04382;704;0.516264;0.4416;0.55;0.2304;10.9572
9700;9.04382;718;0.521695;0.4512;0.55;0.2304;1.00967
9800;9.04382;741;0.505867;0.4528;0.55;0.2304;0.910685
9900;9.04382;725;0.497249;0.4384;0.55;0.2304;0.873821
10000;9.04382;797;0.522445;0.464;0.55;0.2304;4.03113
10100;8.95338;735;0.51231;0.4496;0.55;0.2304;1.40959
10200;8.95338;742;0.471705;0.4352;0.55;0.2304;10.5582
